Time [sec]		Acceleration [g]	Velocity [mm/sec]	Displacement [mm]
26.75000  		0.00186         	2.69871          	1.64676          
26.75500  		0.00228         	2.80047          	1.66050          
26.76000  		0.00202         	2.90607          	1.67477          
26.76500  		0.00157         	2.99409          	1.68953          
26.77000  		0.00160         	3.07186          	1.70470          
26.77500  		0.00177         	3.15447          	1.72026          
26.78000  		0.00265         	3.26283          	1.73629          
26.78500  		0.00318         	3.40589          	1.75295          
26.79000  		0.00234         	3.54132          	1.77033          
26.79500  		0.00173         	3.64119          	1.78830          
26.80000  		0.00235         	3.74139          	1.80674          
26.80500  		0.00405         	3.89844          	1.82581          
26.81000  		0.00455         	4.10934          	1.84582          
26.81500  		0.00281         	4.28988          	1.86685          
26.82000  		0.00245         	4.41901          	1.88863          
26.82500  		0.00445         	4.58844          	1.91111          
26.83000  		0.00499         	4.82012          	1.93462          
26.83500  		0.00379         	5.03538          	1.95928          
26.84000  		0.00373         	5.21969          	1.98492          
26.84500  		0.00414         	5.41270          	2.01150          
26.85000  		0.00348         	5.59959          	2.03904          
26.85500  		0.00269         	5.75098          	2.06743          
26.86000  		0.00226         	5.87253          	2.09650          
26.86500  		0.00190         	5.97456          	2.12612          
26.87000  		0.00095         	6.04428          	2.15619          
26.87500  		-0.00105        	6.04178          	2.18645          
26.88000  		-0.00247        	5.95555          	2.21647          
26.88500  		-0.00266        	5.82972          	2.24594          
26.89000  		-0.00346        	5.67946          	2.27473          
26.89500  		-0.00459        	5.48201          	2.30265          
26.90000  		-0.00532        	5.23904          	2.32947          
26.90500  		-0.00630        	4.95409          	2.35497          
26.91000  		-0.00644        	4.64170          	2.37897          
26.91500  		-0.00547        	4.34960          	2.40142          
26.92000  		-0.00586        	4.07183          	2.42249          
26.92500  		-0.00786        	3.73546          	2.44204          
26.93000  		-0.00854        	3.33313          	2.45973          
26.93500  		-0.00778        	2.93279          	2.47538          
26.94000  		-0.00768        	2.55368          	2.48909          
26.94500  		-0.00804        	2.16812          	2.50091          
26.95000  		-0.00737        	1.79003          	2.51079          
26.95500  		-0.00650        	1.44966          	2.51887          
26.96000  		-0.00602        	1.14257          	2.52534          
26.96500  		-0.00600        	0.84785          	2.53031          
26.97000  		-0.00614        	0.55003          	2.53381          
26.97500  		-0.00469        	0.28427          	2.53587          
26.98000  		-0.00272        	0.10253          	2.53680          
26.98500  		-0.00204        	-0.01423         	2.53700          
26.99000  		-0.00156        	-0.10248         	2.53670          
26.99500  		-0.00018        	-0.14500         	2.53605          
27.00000  		0.00149         	-0.11278         	2.53537          
27.00500  		0.00192         	-0.02901         	2.53501          
27.01000  		0.00151         	0.05527          	2.53509          
27.01500  		0.00212         	0.14425          	2.53557          
27.02000  		0.00277         	0.26402          	2.53658          
27.02500  		0.00212         	0.38392          	2.53821          
27.03000  		0.00179         	0.47991          	2.54038          
27.03500  		0.00275         	0.59132          	2.54304          
27.04000  		0.00291         	0.73021          	2.54634          
27.04500  		0.00174         	0.84446          	2.55030          
27.05000  		0.00161         	0.92674          	2.55473          
27.05500  		0.00205         	1.01660          	2.55958          
27.06000  		0.00129         	1.09853          	2.56488          
27.06500  		0.00099         	1.15443          	2.57052          
27.07000  		0.00152         	1.21609          	2.57644          
27.07500  		0.00111         	1.28061          	2.58269          
27.08000  		0.00102         	1.33273          	2.58922          
27.08500  		0.00227         	1.41333          	2.59606          
27.09000  		0.00314         	1.54608          	2.60344          
27.09500  		0.00269         	1.68902          	2.61154          
27.10000  		0.00214         	1.80727          	2.62029          
27.10500  		0.00276         	1.92743          	2.62961          
27.11000  		0.00338         	2.07805          	2.63962          
27.11500  		0.00272         	2.22762          	2.65039          
27.12000  		0.00254         	2.35669          	2.66186          
27.12500  		0.00312         	2.49541          	2.67398          
27.13000  		0.00232         	2.62870          	2.68680          
27.13500  		0.00134         	2.71846          	2.70019          
27.14000  		0.00143         	2.78653          	2.71395          
27.14500  		0.00139         	2.85582          	2.72806          
27.15000  		0.00072         	2.90749          	2.74248          
27.15500  		-0.00097        	2.90120          	2.75704          
27.16000  		-0.00242        	2.81808          	2.77136          
27.16500  		-0.00292        	2.68725          	2.78514          
27.17000  		-0.00464        	2.50192          	2.79815          
27.17500  		-0.00597        	2.24162          	2.81003          
27.18000  		-0.00482        	1.97685          	2.82055          
27.18500  		-0.00430        	1.75314          	2.82987          
27.19000  		-0.00565        	1.50905          	2.83805          
27.19500  		-0.00649        	1.21128          	2.84487          
